Genre,Reports,Age,Gpa,Year,Count,Gender,Translate
Academic Support and Resources,"Balancing work and academic responsibilities has been really challenging for me, and it's been causing me a lot of stress.",23,0.29,1,1,M,"Menyeimbangkan tanggung jawab pekerjaan dan akademis merupakan tantangan besar bagi saya, dan hal ini membuat saya sangat stres."
Academic Support and Resources,"I often have conflicts with my other commitments, and it's been tough to find time to focus on my schoolwork.",22,0.9,1,1,F,"Saya sering mengalami konflik dengan komitmen saya yang lain, dan sulit menemukan waktu untuk fokus pada tugas sekolah."
Academic Support and Resources,"I've been feeling really exhausted lately, and it's been hard to stay motivated to study.",18,0.46,1,1,M,"Akhir-akhir ini aku merasa sangat lelah, dan sulit untuk tetap termotivasi untuk belajar."
Academic Support and Resources,"The stress and anxiety of college life has been really overwhelming, and it's been affecting my mental health.",26,1.73,1,1,F,"Stres dan kecemasan dalam kehidupan kampus sungguh luar biasa, dan hal itu memengaruhi kesehatan mental saya."
Academic Support and Resources,"I'm dealing with some mental health issues that have been affecting my academic performance, and I need to seek help.",22,3.97,1,1,M,"Saya sedang menghadapi beberapa masalah kesehatan mental yang memengaruhi prestasi akademis saya, dan saya perlu mencari bantuan."
Academic Support and Resources,"The academic workload has been really intense lately, and it's been a struggle to keep up with everything.",27,0.2,1,1,F,"Beban kerja akademik sangat berat akhir-akhir ini, dan sulit untuk mengimbangi semuanya."
Academic Support and Resources,"The course material is really challenging, and I often feel like I'm not smart enough to understand it.",16,0.32,1,1,M,"Materi kursusnya sangat menantang, dan sering kali saya merasa kurang pintar untuk memahaminya."
Academic Support and Resources,I need to work on my time management skills because I'm constantly feeling behind in my coursework.,16,0.97,1,1,M,Saya perlu melatih keterampilan manajemen waktu saya karena saya selalu merasa tertinggal dalam tugas kuliah saya.
Academic Support and Resources,"Balancing work and academic responsibilities has been a real struggle, and I'm not sure how to make it work.",27,1.9,1,1,M,"Menyeimbangkan tanggung jawab pekerjaan dan akademik merupakan perjuangan yang nyata, dan saya tidak yakin bagaimana cara mewujudkannya."
Academic Support and Resources,"I have a lot of other commitments that often conflict with my schoolwork, and it's been really hard to juggle everything.",16,0.37,1,1,F,"Saya mempunyai banyak komitmen lain yang sering bertentangan dengan tugas sekolah saya, dan sangat sulit untuk mengatur semuanya."
Academic Support and Resources,"I've been feeling really run down lately, and it's been tough to stay focused on my studies.",21,0.17,1,1,M,"Aku merasa sangat lesu akhir-akhir ini, dan sulit untuk tetap fokus pada studiku."
Academic Support and Resources,The stress and anxiety of college life has been really overwhelming,23,1.54,1,1,F,Stres dan kecemasan dalam kehidupan kampus sungguh luar biasa
Academic Support and Resources,"The academic workload is becoming overwhelming, especially with the difficulty of course material. It's difficult to manage my time well and balance my work responsibilities with my academic ones. I have a hard time sleeping due to the stress and anxiety this is causing me, and it's starting to affect my mental health.",21,01.02,1,1,F,"Beban kerja akademik semakin membebani, apalagi dengan sulitnya materi perkuliahan. Sulit untuk mengatur waktu saya dengan baik dan menyeimbangkan tanggung jawab pekerjaan saya dengan tanggung jawab akademis. Saya sulit tidur karena stres dan kecemasan yang ditimbulkannya, dan hal itu mulai memengaruhi kesehatan mental saya."
Academic Support and Resources,"I find myself struggling with the difficulty of course material and trying to manage my time effectively. Balancing work and academic responsibilities is a challenge, and I'm not getting enough sleep. This is causing me stress and anxiety, which is taking a toll on my mental health.",25,1.99,1,1,M,"Saya mendapati diri saya berjuang dengan kesulitan materi pelajaran dan berusaha mengatur waktu saya secara efektif. Menyeimbangkan tanggung jawab pekerjaan dan akademis adalah sebuah tantangan, dan saya kurang tidur. Hal ini menyebabkan saya stres dan cemas, yang berdampak buruk pada kesehatan mental saya."
Academic Support and Resources,"Managing the academic workload and the difficulty of course material is a constant struggle. I need to improve my time management skills to balance work and academic responsibilities, but it's hard when I have time conflicts with other commitments. The lack of sleep is starting to affect my mental health, and I'm feeling stressed and anxious.",18,0.84,1,1,F,"Mengelola beban kerja akademik dan kesulitan materi pelajaran merupakan perjuangan yang tiada henti. Saya perlu meningkatkan keterampilan manajemen waktu saya untuk menyeimbangkan tanggung jawab pekerjaan dan akademik, namun sulit ketika saya mempunyai waktu yang bertentangan dengan komitmen lain. Kurang tidur mulai mempengaruhi kesehatan mental saya, dan saya merasa stres dan cemas."
Academic Support and Resources,"I'm finding it hard to keep up with the academic workload, especially since the course material is challenging. Balancing work and academic responsibilities is tough, and there are often time conflicts with other commitments. I'm not getting enough sleep, and it's starting to affect my mental health. The stress and anxiety are overwhelming.",18,1.15,1,1,F,"Saya merasa sulit untuk memenuhi beban kerja akademis, terutama karena materi pelajarannya menantang. Menyeimbangkan tanggung jawab pekerjaan dan akademik adalah hal yang sulit, dan sering kali terdapat konflik waktu dengan komitmen lainnya. Saya kurang tidur, dan hal ini mulai memengaruhi kesehatan mental saya. Stres dan kecemasan sangat luar biasa."
Academic Support and Resources,"The academic workload is taking its toll on me, especially since the course material is so difficult. I'm trying to manage my time effectively, but it's challenging to balance work and academic responsibilities. There are always time conflicts with other commitments, and I'm not getting enough sleep. This is causing me stress and anxiety, and it's starting to impact my mental health.",16,0.39,1,1,M,"Beban kerja akademis sangat membebani saya, terutama karena materi pelajarannya sangat sulit. Saya mencoba mengatur waktu saya secara efektif, namun sulit untuk menyeimbangkan tanggung jawab pekerjaan dan akademik. Selalu ada konflik waktu dengan komitmen lain, dan saya kurang tidur. Hal ini menyebabkan saya stres dan cemas, dan mulai berdampak pada kesehatan mental saya."
Academic Support and Resources,"I'm struggling with the academic workload and the difficulty of the course material. I need to improve my time management skills to balance work and academic responsibilities, but there are always time conflicts with other commitments. I'm not sleeping well, and it's affecting my mental health. I'm feeling stressed and anxious all the time.",27,1.27,1,1,F,"Saya berjuang dengan beban kerja akademis dan kesulitan materi pelajaran. Saya perlu meningkatkan keterampilan manajemen waktu saya untuk menyeimbangkan tanggung jawab pekerjaan dan akademik, namun selalu ada konflik waktu dengan komitmen lain. Saya tidak bisa tidur nyenyak, dan itu memengaruhi kesehatan mental saya. Saya merasa stres dan cemas sepanjang waktu."
Academic Support and Resources,"It's challenging to keep up with the academic workload, especially since the course material is so difficult. I need to work on my time management skills to balance work and academic responsibilities, but there are always time conflicts with other commitments. The lack of sleep is starting to take its toll on my mental health, and I'm feeling stressed and anxious.",26,0.36,1,1,F,"Memang sulit untuk mengimbangi beban kerja akademis, terutama karena materi pelajarannya sangat sulit. Saya perlu melatih keterampilan manajemen waktu saya untuk menyeimbangkan tanggung jawab pekerjaan dan akademik, namun selalu ada konflik waktu dengan komitmen lain. Kurang tidur mulai berdampak buruk pada kesehatan mental saya, dan saya merasa stres dan cemas."
Academic Support and Resources,"The academic workload is becoming overwhelming, and the course material is so challenging. I'm struggling to balance work and academic responsibilities and manage my time effectively. There are often time conflicts with other commitments, and I'm not getting enough sleep. This is causing me stress and anxiety, and my mental health is suffering.",26,0.1,1,1,M,"Beban kerja akademis menjadi sangat berat, dan materi pelajaran sangat menantang. Saya berjuang untuk menyeimbangkan tanggung jawab pekerjaan dan akademik serta mengatur waktu saya secara efektif. Seringkali ada konflik waktu dengan komitmen lain, dan saya kurang tidur. Hal ini menyebabkan saya stres dan cemas, dan kesehatan mental saya terganggu."
Academic Support and Resources,"The academic workload is getting to be too much, and I'm finding the course material increasingly difficult. I need to improve my time management skills to balance work and academic responsibilities, but there are always time conflicts with other commitments. The lack of sleep is starting to affect my mental health, and I'm feeling stressed and anxious all the time.",23,0.81,1,1,F,"Beban kerja akademis menjadi terlalu berat, dan saya merasa materi pelajaran semakin sulit. Saya perlu meningkatkan keterampilan manajemen waktu saya untuk menyeimbangkan tanggung jawab pekerjaan dan akademik, namun selalu ada konflik waktu dengan komitmen lain. Kurang tidur mulai mempengaruhi kesehatan mental saya, dan saya merasa stres dan cemas sepanjang waktu."
Academic Support and Resources,"Managing the academic workload is a challenge, especially since the course material is so difficult. I need to balance work and academic responsibilities, but there are often time conflicts with other commitments. The lack of sleep is starting to take its toll on my mental health, and I'm feeling stressed and anxious.",22,3.63,1,1,F,"Mengelola beban akademik merupakan sebuah tantangan, apalagi materi kuliahnya sangat sulit. Saya perlu menyeimbangkan tanggung jawab pekerjaan dan akademis, namun sering kali ada konflik waktu dengan komitmen lain. Kurang tidur mulai berdampak buruk pada kesehatan mental saya, dan saya merasa stres dan cemas."
Academic Support and Resources,"The academic workload is overwhelming, and the course material is hard to understand. Balancing work and academic responsibilities is tough, and there are always time conflicts with other commitments. I'm not getting enough sleep, and the stress and anxiety are starting to affect my mental health.",27,1.36,1,1,F,"Beban kerja akademis sangat berat, dan materi pelajaran sulit dipahami. Menyeimbangkan tanggung jawab pekerjaan dan akademis sangatlah sulit, dan selalu ada konflik waktu dengan komitmen lainnya. Saya kurang tidur, dan stres serta kecemasan mulai memengaruhi kesehatan mental saya."
Academic Support and Resources,"It's hard to keep up with the academic workload, and the difficulty of the course material is making it even harder. Balancing work and academic responsibilities is a challenge, and there are often time conflicts with other commitments. The lack of sleep is taking its toll",26,2,1,1,M,"Sulit untuk mengimbangi beban kerja akademis, dan kesulitan materi pelajaran membuatnya semakin sulit. Menyeimbangkan tanggung jawab pekerjaan dan akademik merupakan sebuah tantangan, dan sering kali terdapat konflik waktu dengan komitmen lainnya. Kurang tidur berdampak buruk"
Academic Support and Resources,"I have found that the academic workload has been extremely heavy this semester, leaving me feeling overwhelmed and stressed.",22,3.73,1,1,F,"Saya menyadari bahwa beban kerja akademis sangat berat pada semester ini, membuat saya merasa kewalahan dan stres."
Academic Support and Resources,"The difficulty of the course material is much higher than I anticipated, and I am struggling to keep up.",22,0.14,1,1,M,"Kesulitan materi pelajaran jauh lebih tinggi dari yang saya perkirakan, dan saya berjuang untuk mengikutinya."
Academic Support and Resources,I have been struggling with time management skills and finding it difficult to balance my academic responsibilities with work and other commitments.,18,01.06,1,1,M,Saya telah berjuang dengan keterampilan manajemen waktu dan merasa sulit untuk menyeimbangkan tanggung jawab akademis saya dengan pekerjaan dan komitmen lainnya.
Academic Support and Resources,"Balancing work and academic responsibilities has been a significant challenge, and I have found it difficult to maintain a healthy work-life balance.",20,01.05,1,1,F,"Menyeimbangkan tanggung jawab pekerjaan dan akademik merupakan tantangan besar, dan saya merasa sulit menjaga keseimbangan kehidupan kerja yang sehat."
Academic Support and Resources,Time conflicts with other commitments have made it challenging to keep up with coursework and assignments.,27,0.4,1,1,M,Konflik waktu dengan komitmen lain membuat sulitnya menyelesaikan tugas dan tugas.
Academic Support and Resources,I am struggling with lack of sleep and fatigue due to the demands of my academic workload.,18,2.46,1,1,M,Saya berjuang dengan kurang tidur dan kelelahan karena tuntutan beban kerja akademis saya.
Academic Support and Resources,"The stress and anxiety of the academic workload have been affecting my mental health, and I am finding it difficult to cope.",20,0.96,1,1,M,"Stres dan kecemasan akibat beban kerja akademis telah memengaruhi kesehatan mental saya, dan saya merasa sulit untuk mengatasinya."
Academic Support and Resources,I am concerned about my mental health and have been experiencing symptoms of depression and anxiety due to the academic workload.,21,3.19,1,1,F,Saya prihatin dengan kesehatan mental saya dan mengalami gejala depresi dan kecemasan akibat beban kerja akademis.
Academic Support and Resources,"The academic workload is overwhelming, and I am struggling to find ways to manage my stress and maintain my mental health.",24,3.44,1,1,F,"Beban kerja akademis sangat berat, dan saya berjuang menemukan cara untuk mengelola stres dan menjaga kesehatan mental saya."
Academic Support and Resources,"I have been finding it difficult to balance my academic workload with other commitments, such as extracurricular activities and social life.",16,2.85,1,1,M,"Saya merasa sulit untuk menyeimbangkan beban akademik saya dengan komitmen lain, seperti kegiatan ekstrakurikuler dan kehidupan sosial."
Academic Support and Resources,"The course material is much more challenging than I expected, and I am struggling to keep up with the pace of the class.",21,0.05,1,1,F,"Materi kursus jauh lebih menantang daripada yang saya harapkan, dan saya berjuang untuk mengikuti kecepatan kelas."
Academic Support and Resources,"I am finding it difficult to manage my time effectively, and it is affecting my ability to keep up with assignments and coursework.",23,0.4,1,1,F,"Saya merasa sulit untuk mengatur waktu saya secara efektif, dan hal ini mempengaruhi kemampuan saya untuk menyelesaikan tugas dan tugas kuliah."
Academic Support and Resources,"Balancing work and academic responsibilities has been a significant challenge, and I am finding it hard to find time for self-care and relaxation.",18,3.33,1,1,M,"Menyeimbangkan tanggung jawab pekerjaan dan akademik merupakan tantangan besar, dan saya kesulitan menemukan waktu untuk perawatan diri dan relaksasi."
Academic Support and Resources,"I am struggling to keep up with my coursework due to time conflicts with other commitments, such as part-time work and family obligations.",24,01.07,1,1,F,"Saya berjuang untuk menyelesaikan tugas kuliah saya karena konflik waktu dengan komitmen lain, seperti pekerjaan paruh waktu dan kewajiban keluarga."
Academic Support and Resources,Lack of sleep and fatigue have been affecting my ability to focus on coursework and stay motivated.,25,3.46,1,1,M,Kurang tidur dan kelelahan telah memengaruhi kemampuan saya untuk fokus pada tugas kuliah dan tetap termotivasi.
Academic Support and Resources,"The academic workload is causing significant stress and anxiety, and I am finding it hard to cope with the pressure.",25,3.17,1,1,M,"Beban kerja akademis menyebabkan stres dan kecemasan yang signifikan, dan saya merasa sulit untuk mengatasi tekanan tersebut."
Academic Support and Resources,I am concerned about my mental health and have been experiencing symptoms of burnout and exhaustion due to the demands of my academic workload.,24,0.44,1,1,F,Saya prihatin dengan kesehatan mental saya dan mengalami gejala kelelahan dan kelelahan akibat tuntutan beban kerja akademis saya.
Academic Support and Resources,I am struggling to find ways to manage my stress and maintain my mental health while balancing my academic responsibilities with other commitments.,24,2.51,1,1,F,Saya berjuang menemukan cara untuk mengelola stres dan menjaga kesehatan mental sambil menyeimbangkan tanggung jawab akademis saya dengan komitmen lain.
Academic Support and Resources,"The course material is much more difficult than I expected, and I am finding it hard to understand and retain the information.",23,2.8,1,1,M,"Materi kursus jauh lebih sulit dari yang saya harapkan, dan saya merasa sulit untuk memahami dan menyimpan informasinya."
Academic Support and Resources,"I am struggling to manage my time effectively, and it is affecting my ability to keep up with assignments and coursework.",20,0.33,1,1,F,"Saya kesulitan mengatur waktu saya secara efektif, dan hal ini memengaruhi kemampuan saya untuk menyelesaikan tugas dan tugas kuliah."
Academic Support and Resources,"Balancing work and academic responsibilities has been challenging, and I am finding it hard to find time for social activities and hobbies.",26,3.2,1,1,M,"Menyeimbangkan tanggung jawab pekerjaan dan akademik merupakan tantangan, dan saya kesulitan menemukan waktu untuk kegiatan sosial dan hobi."
Academic Support and Resources,"Time conflicts with other commitments have been causing significant stress and anxiety, and I am finding it hard to stay motivated.",24,2.2,1,1,M,"Konflik waktu dengan komitmen lain telah menyebabkan stres dan kecemasan yang signifikan, dan saya merasa sulit untuk tetap termotivasi."
Academic Support and Resources,"Lack of sleep and fatigue have been affecting my ability to concentrate and retain information, and I am concerned about my academic performance.",27,2.29,1,1,M,"Kurang tidur dan kelelahan telah memengaruhi kemampuan saya untuk berkonsentrasi dan menyimpan informasi, dan saya khawatir dengan prestasi akademis saya."
Academic Support and Resources,"The academic workload is causing significant stress and anxiety, and I am finding it hard to cope with the pressure.",24,3.85,1,1,M,"Beban kerja akademis menyebabkan stres dan kecemasan yang signifikan, dan saya merasa sulit untuk mengatasi tekanan tersebut."
Academic Support and Resources,"I am experiencing symptoms of anxiety and depression due to the demands of my academic workload, and I am concerned about my mental health.",25,0.55,1,1,F,"Saya mengalami gejala kecemasan dan depresi karena tuntutan beban kerja akademis saya, dan saya mengkhawatirkan kesehatan mental saya."
Academic Support and Resources,"The academic workload is overwhelming, and I am finding it difficult to stay motivated and engaged in my studies.",21,3.76,1,1,F,"Beban kerja akademik sangat berat, dan saya merasa sulit untuk tetap termotivasi dan terlibat dalam studi saya."
Academic Support and Resources,I have been struggling to find ways to manage my stress and maintain my mental health while balancing my academic responsibilities with other commitments.,22,0.71,1,1,F,Saya telah berjuang menemukan cara untuk mengelola stres dan menjaga kesehatan mental sambil menyeimbangkan tanggung jawab akademis saya dengan komitmen lain.
Academic Support and Resources,"The course material is much more challenging than I expected, and I am struggling to understand the concepts and complete assignments.",16,01.02,1,1,M,"Materi kursus jauh lebih menantang dari yang saya harapkan, dan saya kesulitan memahami konsep dan menyelesaikan tugas."
Academic Support and Resources,I am struggling to manage my time effectively and find it hard to balance my academic responsibilities with work and social activities.,21,2.53,1,1,M,Saya berjuang untuk mengatur waktu saya secara efektif dan sulit menyeimbangkan tanggung jawab akademis saya dengan pekerjaan dan kegiatan sosial.
Academic Support and Resources,"Balancing work and academic responsibilities has been a significant challenge, and I am finding it",18,2.97,1,1,F,"Menyeimbangkan tanggung jawab pekerjaan dan akademik merupakan tantangan besar, dan saya menemukannya"
Academic Support and Resources,The academic workload this semester is overwhelming. I'm having trouble keeping up with all the assignments and readings.,19,2.86,1,1,F,Beban kerja akademik semester ini sangat berat. Saya kesulitan menyelesaikan semua tugas dan bacaan.
Academic Support and Resources,I find the course material for my math class to be extremely difficult. I've been attending extra study sessions but still feel lost.,18,2.88,1,1,F,Saya merasa materi pelajaran matematika saya sangat sulit. Saya telah menghadiri sesi belajar tambahan tetapi masih merasa tersesat.
Academic Support and Resources,Balancing my part-time job with my coursework has been a major struggle. I'm constantly exhausted and feel like I don't have enough time to focus on school.,20,2.88,1,1,M,Menyeimbangkan pekerjaan paruh waktu saya dengan tugas kuliah saya merupakan perjuangan besar. Saya terus-menerus kelelahan dan merasa tidak punya cukup waktu untuk fokus pada sekolah.
Academic Support and Resources,I have a time conflict with one of my classes and it's causing a lot of stress. I'm trying to work with my advisor to figure out a solution but it's proving to be difficult.,27,1.11,1,1,F,Saya mempunyai konflik waktu dengan salah satu kelas saya dan itu menyebabkan banyak stres. Saya mencoba bekerja sama dengan penasihat saya untuk mencari solusi tetapi terbukti sulit.
Academic Support and Resources,I'm not getting enough sleep and it's starting to affect my academic performance. I've tried adjusting my schedule but still can't seem to get enough rest.,19,1.12,1,1,F,Saya kurang tidur dan itu mulai mempengaruhi prestasi akademis saya. Saya sudah mencoba menyesuaikan jadwal saya tetapi sepertinya masih belum cukup istirahat.
Academic Support and Resources,"I'm feeling really overwhelmed with the amount of coursework I have to do, and it's causing a lot of stress and anxiety.",18,0.86,1,1,F,"Saya merasa sangat kewalahan dengan banyaknya tugas kuliah yang harus saya selesaikan, dan hal ini menyebabkan banyak stres dan kecemasan."
Academic Support and Resources,I've been experiencing mental health issues and it's making it hard to focus on school. I'm trying to seek help but it's been a slow process.,26,1.11,1,1,M,Saya mengalami masalah kesehatan mental dan membuat saya sulit fokus di sekolah. Saya mencoba mencari bantuan tetapi prosesnya lambat.
Academic Support and Resources,"I have a lot of commitments outside of school, including family responsibilities, and it's been a challenge to balance everything.",21,3.6,1,1,M,"Saya mempunyai banyak komitmen di luar sekolah, termasuk tanggung jawab keluarga, dan merupakan tantangan untuk menyeimbangkan semuanya."
Academic Support and Resources,I'm struggling with time management and finding it hard to prioritize my coursework. I'm looking for resources to help me improve my skills.,27,3.97,1,1,F,Saya kesulitan dengan manajemen waktu dan sulit memprioritaskan tugas kuliah saya. Saya mencari sumber daya untuk membantu saya meningkatkan keterampilan saya.
Academic Support and Resources,The course material for my history class is very dense and difficult to understand. I'm hoping to find a tutor or study group to help me navigate it.,18,2.33,1,1,F,Materi pelajaran di kelas sejarah saya sangat padat dan sulit dipahami. Saya berharap menemukan tutor atau kelompok belajar untuk membantu saya menavigasinya.
Academic Support and Resources,I've been working a lot lately and it's been hard to find time to focus on schoolwork. I'm trying to find ways to better manage my time.,17,0.93,1,1,F,Akhir-akhir ini aku banyak bekerja dan sulit menemukan waktu untuk fokus pada tugas sekolah. Saya mencoba mencari cara untuk mengatur waktu saya dengan lebih baik.
Academic Support and Resources,The amount of reading and writing assignments in my English class is overwhelming. I'm finding it hard to keep up with the workload.,24,0.66,1,1,F,Jumlah tugas membaca dan menulis di kelas bahasa Inggris saya sangat banyak. Saya merasa sulit untuk mengimbangi beban kerja.
Academic Support and Resources,I'm feeling a lot of stress and anxiety about upcoming exams. I'm trying to develop better study habits to help me manage my stress.,18,2.77,1,1,M,Saya merasakan banyak stres dan kecemasan tentang ujian yang akan datang. Saya mencoba mengembangkan kebiasaan belajar yang lebih baik untuk membantu saya mengelola stres.
Academic Support and Resources,I'm having trouble balancing my extracurricular activities with my coursework. I'm considering cutting back on some activities to focus more on school.,21,1.82,1,1,F,Saya mengalami kesulitan menyeimbangkan kegiatan ekstrakurikuler dengan tugas kuliah saya. Saya sedang mempertimbangkan untuk mengurangi beberapa kegiatan agar lebih fokus pada sekolah.
Academic Support and Resources,I'm feeling burnt out and exhausted from the demands of my coursework. I'm trying to find ways to recharge and take care of my mental health.,16,0.29,1,1,F,Saya merasa lelah dan lelah karena tuntutan tugas kuliah saya. Saya mencoba mencari cara untuk memulihkan tenaga dan menjaga kesehatan mental saya.
Academic Support and Resources,I have a lot of personal commitments that are making it difficult to prioritize my schoolwork. I'm looking for strategies to help me better manage my time.,22,2.18,1,1,F,Saya memiliki banyak komitmen pribadi yang membuat saya sulit memprioritaskan tugas sekolah. Saya mencari strategi untuk membantu saya mengatur waktu saya dengan lebih baik.
Academic Support and Resources,The course material for my physics class is very challenging and I'm struggling to keep up. I'm considering seeking additional help from a tutor.,22,1.86,1,1,F,Materi pelajaran untuk kelas fisika saya sangat menantang dan saya berjuang untuk mengikutinya. Saya sedang mempertimbangkan untuk mencari bantuan tambahan dari seorang tutor.
Academic Support and Resources,I'm feeling overwhelmed with the amount of reading and assignments in my sociology class. I'm trying to break things down into smaller tasks to make it more manageable.,16,2.4,1,1,F,Saya merasa kewalahan dengan banyaknya bacaan dan tugas di kelas sosiologi saya. Saya mencoba memecahnya menjadi tugas-tugas kecil agar lebih mudah dikelola.
Academic Support and Resources,I'm having trouble sleeping at night and it's causing me to feel tired and unfocused during the day. I'm looking for ways to improve my sleep habits.,26,3.71,1,1,M,Saya sulit tidur di malam hari dan hal ini menyebabkan saya merasa lelah dan tidak fokus di siang hari. Saya mencari cara untuk meningkatkan kebiasaan tidur saya.
Academic Support and Resources,The pressure to maintain good grades is causing me a lot of stress and anxiety. I'm trying to find a healthy balance between school and self-care.,23,2.38,1,1,M,Tekanan untuk mempertahankan nilai bagus menyebabkan saya sangat stres dan cemas. Saya mencoba menemukan keseimbangan yang sehat antara sekolah dan perawatan diri.
Academic Support and Resources,I'm struggling with mental health issues that are making it hard to focus on school. I'm working with a therapist to develop coping strategies.,16,2.27,1,1,M,Saya berjuang dengan masalah kesehatan mental yang membuat saya sulit fokus di sekolah. Saya bekerja dengan seorang terapis untuk mengembangkan strategi penanggulangan.
Academic Support and Resources,I have a part-time job that's making it hard to balance my schoolwork. I'm trying to negotiate a better schedule with my employer.,25,0.97,1,1,F,Saya memiliki pekerjaan paruh waktu yang membuat saya sulit menyeimbangkan tugas sekolah. Saya mencoba menegosiasikan jadwal yang lebih baik dengan majikan saya.
Academic Support and Resources,"I'm finding it hard to stay motivated with my coursework. I'm trying to set smaller, achievable goals to help me stay on track.",23,0.87,1,1,F,Saya merasa sulit untuk tetap termotivasi dengan tugas kuliah saya. Saya mencoba menetapkan tujuan yang lebih kecil dan dapat dicapai untuk membantu saya tetap berada di jalur yang benar.
Athletics and sports,I'm having trouble meeting the athletic eligibility requirements because of a schedule conflict with one of my classes. I wish there was more flexibility.,18,3.55,4,1,F,Saya mengalami kesulitan memenuhi persyaratan kelayakan atletik karena jadwal yang bentrok dengan salah satu kelas saya. Saya berharap ada lebih banyak fleksibilitas.
Athletics and sports,"As an athlete, I'm frustrated with the limited access to athletic facilities during peak hours. It's difficult to fit in training sessions when the gym is always packed.",23,3.99,1,1,F,"Sebagai seorang atlet, saya frustasi dengan terbatasnya akses terhadap fasilitas atletik pada jam sibuk. Sulit untuk mengikuti sesi latihan ketika gym selalu penuh."
Athletics and sports,I'm having trouble meeting the athletic eligibility requirements because of a schedule conflict with one of my classes. I wish there was more flexibility.,24,2.68,4,1,F,Saya mengalami kesulitan memenuhi persyaratan kelayakan atletik karena jadwal yang bentrok dengan salah satu kelas saya. Saya berharap ada lebih banyak fleksibilitas.
Athletics and sports,"I've had to deal with a sports-related injury, and the university's medical resources for athletes are very limited. I've had to seek treatment outside of campus.",22,1.5,5,1,F,"Saya harus menghadapi cedera yang berhubungan dengan olahraga, dan sumber daya medis universitas untuk para atlet sangat terbatas. Saya harus berobat di luar kampus."
Athletics and sports,"I don't like the culture of the sports team I'm on. It's very exclusive, and some members aren't treated fairly.",27,3.65,2,1,M,"Saya tidak menyukai budaya tim olahraga tempat saya berada. Ini sangat eksklusif, dan beberapa anggota tidak diperlakukan dengan adil."
Athletics and sports,I'm disappointed with the gender inequality in our sports program. The women's teams don't get the same funding or recognition as the men's teams.,23,0.15,2,1,F,Saya kecewa dengan ketidaksetaraan gender dalam program olahraga kita. Tim putri tidak mendapatkan pendanaan atau pengakuan yang sama dengan tim putra.
Athletics and sports,"I'm concerned about the university's compliance with Title IX. It seems like some sports programs receive preferential treatment, and that's not fair.",24,3.97,4,1,M,"Saya prihatin dengan kepatuhan universitas terhadap Judul IX. Sepertinya beberapa program olahraga mendapat perlakuan istimewa, dan itu tidak adil."
Athletics and sports,"The athletic facilities are always overcrowded, and I have to wait a long time to use the equipment I need for my training.",18,3.59,2,1,F,"Fasilitas atletik selalu penuh sesak, dan saya harus menunggu lama untuk menggunakan peralatan yang saya perlukan untuk latihan."
Athletics and sports,I feel like the athletic eligibility requirements are too strict and prevent many students from participating in sports.,26,3.32,3,1,M,Saya merasa persyaratan kelayakan atletik terlalu ketat dan menghalangi banyak siswa untuk berpartisipasi dalam olahraga.
Athletics and sports,"I suffered a sports-related injury and had to take time off from training, but the university's support for injured athletes is lacking.",19,3.9,3,1,F,"Saya mengalami cedera yang berhubungan dengan olahraga dan harus mengambil cuti dari pelatihan, namun dukungan universitas terhadap atlet yang cedera masih kurang."
Athletics and sports," The sports team culture at this university is toxic, and I don't feel welcome on the team.",16,3.4,2,1,F," Budaya tim olahraga di universitas ini beracun, dan saya tidak merasa diterima di tim tersebut."
Athletics and sports," The gender inequality in sports is apparent, and the university needs to invest more resources into women's sports programs.",16,3.77,4,1,M," Ketidaksetaraan gender dalam olahraga terlihat jelas, dan universitas perlu menginvestasikan lebih banyak sumber daya ke dalam program olahraga perempuan."
Athletics and sports,The university needs to do more to ensure Title IX compliance and make sure all sports programs are treated fairly.,25,1.51,4,1,F,Universitas perlu berbuat lebih banyak untuk memastikan kepatuhan Judul IX dan memastikan semua program olahraga diperlakukan secara adil.
Athletics and sports,It's frustrating that I can't access the athletic facilities I need because of strict scheduling limitations.,20,0.05,3,1,M,Sungguh frustasi karena saya tidak dapat mengakses fasilitas atletik yang saya perlukan karena keterbatasan penjadwalan yang ketat.
Athletics and sports," I wish the athletic eligibility requirements were more flexible, as they make it difficult for me to balance sports and academics.",21,1.35,3,1,F," Saya berharap persyaratan kelayakan atletik lebih fleksibel, karena menyulitkan saya untuk menyeimbangkan olahraga dan akademis."
Athletics and sports," I'm struggling to get medical attention for my sports-related injury, and the university's resources are not sufficient.",23,3.8,3,1,F," Saya berjuang untuk mendapatkan perawatan medis untuk cedera saya yang berhubungan dengan olahraga, dan sumber daya universitas tidak mencukupi."
Athletics and sports," The sports team culture can be cliquey and exclusive, making it difficult for some members to feel included.",16,2.36,1,1,F," Budaya tim olahraga bisa bersifat klik dan eksklusif, sehingga menyulitkan beberapa anggota untuk merasa diikutsertakan."
Athletics and sports,I've witnessed gender inequality within the sports program firsthand and feel it's time for change.,16,0.06,5,1,M,Saya telah menyaksikan langsung ketidaksetaraan gender dalam program olahraga dan merasa inilah saatnya untuk melakukan perubahan.
Athletics and sports,The university needs to do more to ensure Title IX compliance and provide equal opportunities for all sports programs.,27,3.41,1,1,M,Universitas perlu berbuat lebih banyak untuk memastikan kepatuhan Judul IX dan memberikan kesempatan yang sama untuk semua program olahraga.
